user_age,user_gender,like_to_click_ratio,bookmark_to_click_ratio,watch_time_last_7d,series_content_type,series_rating,days_since_last_update,series_wt_7d,series_wt_24h,series_like_ratio,series_like_ratio_7d,series_book_ratio,series_book_ratio_7d,series_share_ratio,series_share_ratio_7d,series_comment_ratio,series_comment_ratio_7d,log_series_clicks,log_series_clicks_7d,match_genre_wt_score,match_tag_click_7d_score,is_language_match,is_age_appropriate,label
TEEN,MALE,0.0,0.0,34.0,VIDEO,0.0,-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3010299956639812,0.0784313725490196,0.013377926421404682,0,1,0
TEEN,MALE,0.0,0.0,34.0,VIDEO,0.0,-13,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.47712125471966244,0.0784313725490196,0.4280936454849498,0,1,0
TEEN,MALE,0.0,0.0,34.0,COMIC,0.0,-13,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2304489213782739,0.47712125471966244,0.38235294117647056,0.11371237458193979,0,1,0
TEEN,MALE,0.0,0.0,34.0,COMIC,0.0,-14,8.0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.06451612903225806,0.0,1.505149978319906,0.7781512503836436,0.0784313725490196,0.20735785953177258,0,1,0
TEEN,MALE,0.0,0.0,34.0,VIDEO,0.0,-13,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2304489213782739,0.6989700043360189,0.0392156862745098,0.21739130434782608,0,1,0
TEEN,MALE,0.0,0.0,34.0,COMIC,0.0,-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2647058823529412,0.006688963210702341,0,1,0
TEEN,MALE,0.0,0.0,34.0,COMIC,0.0,-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.22073578595317725,0,1,0
TEEN,MALE,0.0,0.0,34.0,VIDEO,0.0,-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.3010299956639812,0.0392156862745098,0.21070234113712374,0,1,0
TEEN,MALE,0.0,0.0,34.0,VIDEO,0.0,-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8450980400142568,0.0,0.0784313725490196,0.42474916387959866,0,1,0
TEEN,UNKNOWN,0.0,0.0,27.0,VIDEO,0.0,-13,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.6020599913279624,0.3010299956639812,0.0,0.0,0,1,0
